t,reliability,latency,availability
0,0.9531400612909274,1.106813060204522,0.915475057408458
1,0.9755924647062577,1.126611288905777,0.9168075371835955
2,0.9458254210384832,1.3418398277700176,0.9338040934930387
3,0.9465401665699825,1.3903017306488095,0.9127285550301112
4,0.9450939513057092,1.0034019563897099,0.874050351509696
5,0.965708487627621,1.2936443185648683,0.8519472744639188
6,0.9761563671518863,1.0822171775958238,0.8836226710732216
7,0.9262257889135661,1.2814729532420253,0.9113129389338949
8,0.9335666807357083,1.2821901328317893,0.8863973684380397
9,0.9300096861460484,1.0522152586696172,0.9306472386691307
10,0.9528436227997966,1.1858006863676185,0.9416324825545052
11,0.93181255016589,1.3092251077791963,0.9370174777312916
12,0.9269559576724155,1.1109720354544435,0.8638985784307797
13,0.92717579884918,1.2686158393810238,0.9048007237532623
14,0.9671799003543458,1.1957579686657673,0.8720735527935362
15,0.9744509953364638,1.0536761488646291,0.9110685632822151
16,0.9329529852118211,1.2467481617928704,0.9415667456812135
17,0.9203659075423939,1.1055290334210859,0.9427092222408028
18,0.9338108658837826,1.1267744932654973,0.8668549981282998
19,0.9688535239058307,1.222268051583297,0.9254993987128071
20,0.962184858775252,1.2754473062040574,0.8708051415919041
21,0.93432158251794,1.1130002635519924,0.8547548909348972
22,0.96924489994071,1.2491849425099757,0.9149058096703514
23,0.9512713292843428,1.1750599976425167,0.868843642225577
24,0.9492574213965495,1.0387932310586065,0.8717240707593618
25,0.9384618002746336,1.2618917816456663,0.936918555067193
26,0.9394851941750643,1.1138989330901228,0.9245023048286757
27,0.9640617228338353,1.1629917489575967,0.8622610305701908
28,0.9465476626676991,1.4055933279296875,0.8771280889805654
29,0.9349659754828717,1.2583166352749353,0.9258886785013338
30,0.925723507655573,1.1475551622170483,0.926923365759763
31,0.931818449444484,1.3995884227225086,0.9147927709193755
32,0.9216218920298285,1.1321725333737858,0.9326843158710868
33,0.965485418211346,1.1813511116191824,0.851729448449182
34,0.9260491098220924,1.0720318760216423,0.9066404805342505
35,0.9258875056120565,1.4477798503054788,0.8558551226422987
36,0.950967400606783,1.2697801235763135,0.920456467463319
37,0.9566401750583532,1.3999808364632786,0.885365757636131
38,0.9343565319715981,1.3841529845890526,0.8755859987482949
39,0.9263701860132146,1.3413239851918737,0.8772362772556688
40,0.9580056311885664,1.4199796914478946,0.8852363306077089
41,0.9396979504457666,1.2948233401204094,0.8666080770808992
42,0.9678679450376636,1.2011063548385708,0.8980556586750243
43,0.954208068065521,1.4010077931604012,0.9296774447944132
44,0.9490503508689734,1.2782494804115014,0.9115613344374541
45,0.9352547416435908,1.1290366080115828,0.9335078119470827
46,0.9423303835044328,1.181721965251669,0.9249536630197743
47,0.9132130780925891,1.1001571028070105,0.8501852599972243
48,0.9526642376175138,1.3777555167802336,0.902520409046674
49,0.9652566373978068,1.074761869731077,0.923458835221039
50,0.9656782988946409,1.0928413794296827,0.8897913621397533
51,0.9247219242438807,1.1944913014951544,0.8810305875548743
52,0.9196895076844326,1.1268592522895267,0.8575499638848887
53,0.935721922495055,1.180623361715323,0.9250525346046862
54,0.9157479384529454,1.2302466080378758,0.8684933615300553
55,0.9075561583034554,1.2151151331799976,0.9240687756047783
56,0.9310746257544487,1.2603393180988738,0.928712361183028
57,0.9224577903048286,1.3120518791070594,0.9243169026400491
58,0.9284694645751782,1.350169587603926,0.909178017231808
59,0.9130707745741229,1.232325017523969,0.8402711768572934
60,0.9104394128216808,1.1145541985845797,0.8707736271526632
61,0.9626168741899894,1.3677062266548625,0.8912978573870435
62,0.941567727154018,1.2947899346528369,0.8491021186502477
63,0.9107136365604794,1.2401946879649897,0.8753618786055827
64,0.9306609118982124,1.3458220366324516,0.9160097164991781
65,0.9163589447723417,1.453729598927422,0.8706431463522584
66,0.924160494459209,1.4899949427218697,0.885702550788118
67,0.9604287465586124,1.096626859461041,0.8919667125610491
68,0.9183386812505046,1.128534450252551,0.9093046736608322
69,0.9254031602700693,1.4333193015966819,0.913712075108426
70,0.9441207379050962,1.3139186863223136,0.92851803148781
71,0.9040254781812989,1.4733397944555005,0.8565849469990048
72,0.9432918012111696,1.2645226542645687,0.8487018627394647
73,0.9090398829693902,1.4169516226832555,0.9022957325108939
74,0.9327394253416615,1.4322163479586234,0.8891077599130505
75,0.901121254707676,1.3840168776436872,0.8717935722071286
76,0.9296761414363539,1.3922955070389254,0.9054796221357921
77,0.9127135712215942,1.1968291713381283,0.8894808694261289
78,0.9119173580185662,1.242424361068375,0.8649640065681272
79,0.9235143026976513,1.2038040122726774,0.9070060915579935
80,0.9100067410902227,1.2800543267898314,0.8582823233190603
81,0.928064237629931,1.3450475008996257,0.8838467176068835
82,0.9376976435108602,1.3251048628168056,0.9137488031205611
83,0.9411004652089567,1.3629324015655058,0.8823058934402046
84,0.9435763896126353,1.459384998475198,0.8520179233473749
85,0.9509640445128404,1.2444100918514105,0.9301978464241392
86,0.94833660469465,1.1416018775848524,0.92158556789168
87,0.9098621769614641,1.5192988272542607,0.8815182498913675
88,0.947069641078343,1.396174168709455,0.8792343682356453
89,0.9462750948266967,1.520145598052682,0.8797925754999203
90,0.9181361329018437,1.2379259723183558,0.8925449049525577
91,0.9230995163933391,1.3089294363612987,0.9262620344675658
92,0.9420735436806799,1.2180131186528385,0.9107502138505739
93,0.9294141068213027,1.2214123860308927,0.8489234081055258
94,0.9294273586537086,1.1583904047595428,0.8369863562401751
95,0.9325090397134987,1.349048143521473,0.8983153452062498
96,0.9300613438571385,1.424886079203233,0.9098612143527738
97,0.916055299470218,1.35813227363661,0.9060963314258381
98,0.9416301888363556,1.439910762760628,0.8847120889650315
99,0.8970943291059594,1.527948825273854,0.8652427932051442
100,0.9069258879127312,1.463851410087679,0.8450510576602708
101,0.9225684717308142,1.1934110229974513,0.91620362887177
102,0.9085905165538934,1.4827603270913121,0.8668572646807308
103,0.9425807048958661,1.377063907006086,0.8765136744349749
104,0.9446234376852739,1.5443956237623215,0.8578264060225463
105,0.9171992472055119,1.5451513444000284,0.9135429706689547
106,0.8954857441283525,1.3178114651248296,0.927187238744779
107,0.9444256975901032,1.23212820545784,0.8452083866426858
108,0.9092710903269169,1.3794640396706517,0.8547262399764041
109,0.9044960960111834,1.4121994148863712,0.8491607953046333
