t,reliability,latency
0,0.8483753421176271,0.9172286422301941
1,0.8213100996572013,1.0930264875846238
2,0.8423759497167926,1.037226467838439
3,0.8642935045946177,0.864030919829437
4,0.8474813969937574,1.0521614872832967
5,0.8443831826035509,0.935688302127187
6,0.8766046905795675,0.94105140464125
7,0.8371787368648257,0.885850346441889
8,0.8578355983349459,0.9168254766191023
9,0.8226156300010011,1.0635853811970226
10,0.8752818672237567,0.8006314853164106
11,0.8622227238165552,0.9988852710690803
12,0.8676780914331962,0.9710011337751405
13,0.8323637719298527,0.9691320868130334
14,0.8718292433941378,0.8576073580066111
15,0.8594985510030922,1.1189788273439758
16,0.8427373138522348,1.004770238557162
17,0.8409051359411504,0.8307039467814316
18,0.8243928505066287,1.0899521868126993
19,0.8755449406892662,0.8553693332437574
20,0.8521983672072494,1.0666358002350735
21,0.8653789622397491,0.9763020160113027
22,0.8700969214065899,1.1440193973954214
23,0.8514919014542139,0.8120495041549284
24,0.8575655135608101,1.146083659424422
25,0.8688275903705871,0.8128179583080012
26,0.8545654000118894,0.900912964101334
27,0.8645157489911691,0.9810038657092205
28,0.8369910017683093,1.1184429163239675
29,0.8698965759538954,0.998153888396749
30,0.8403851315667131,0.8043657775080737
31,0.8756431821245186,0.9100731555187079
32,0.8593478030174386,0.838908231794372
33,0.8756277332303757,0.8492915801472187
34,0.8287186349270752,1.1076444610640097
35,0.8554660967887852,0.8476864914870706
36,0.8295471336299554,1.1612965769393302
37,0.8700635080807047,0.8861275887076225
38,0.8275795481266072,0.9702217881837931
39,0.8644368876412888,0.8939997471636837
40,0.8301505179390781,1.0870253329725834
41,0.8325690118109312,0.9530034880892608
42,0.8512886696109824,0.9945938496646612
43,0.8498928875472809,0.944699083939387
44,0.8477495543132936,1.0336348884981679
45,0.8634442699944321,1.17002652481222
46,0.8734235002287396,1.187545563279916
47,0.8273168672229694,0.8601464383761219
48,0.846931919200681,1.0767194518215595
49,0.8278762038581325,0.9864415551897769
50,0.8784417141183757,0.8991378990508948
51,0.8625050779225577,1.0792969959855578
52,0.8595988089820589,0.8600414487772294
53,0.8411087388909539,0.8747626530497896
54,0.8667838751657863,1.1775898889960148
55,0.851006645213419,0.9555582309316946
56,0.8625810997923823,0.8783717517348769
57,0.831083093373205,1.111966096779956
58,0.8200257251139252,0.8175519069001171
59,0.8286646313038234,1.1233211563460506
60,0.8764615532928788,1.1900101038292226
61,0.8285579175805512,0.8002060963445115
62,0.865371928799039,0.9153432160047246
63,0.8223438473119333,1.1710403836445509
64,0.8329746544968262,1.18268490325546
65,0.8628169506813315,0.8155739722292691
66,0.8563301210850688,0.8300120325639908
67,0.8782437724287672,1.1537435931803088
68,0.8714479150699266,0.8375597669078223
69,0.8740283604862783,1.1890814507696486
70,0.8266777872324621,1.1469320592738241
71,0.8330350352092466,0.9786244504278574
72,0.8465935453994521,1.1704918730858156
73,0.8514668421617804,0.8962926432716456
74,0.8670427215944454,0.9867929500625499
75,0.8263233323002062,1.1097588911711924
76,0.8516094302698382,1.079875714849695
77,0.8554740427216367,0.9475041406017327
78,0.8662702016275045,0.9230415841523975
79,0.848525818960418,0.9305752799230522
80,0.8370642937406828,1.0033394547168881
81,0.8740279891025418,0.8454435682940404
82,0.8621493592883672,0.8155755250745919
83,0.8279795958695225,1.0946403796923363
84,0.8694771795810601,0.8782019762860713
85,0.8677511212842843,0.9819539074835523
86,0.8728786735561539,1.1631973261726147
87,0.8272766831649337,1.0511970377462942
88,0.8685282995242045,0.8767141259960658
89,0.8374712428779463,0.9578152501257766
90,0.8620389522955828,1.137137975864644
91,0.8273722598325967,1.1715619869415714
92,0.8498004567084904,1.1832699250522205
93,0.8568312761931177,1.1886988612081781
94,0.8258250314733104,1.1471168663844846
95,0.8488044323701244,1.1438857426618323
96,0.8680377790994309,1.0023182717665313
97,0.8312251500596036,0.9756929424815908
98,0.8294336706162994,1.0588263935580229
99,0.8762608200017239,1.0616781953394305
100,0.8519553257692142,1.0581083625102408
101,0.8555851618929655,1.1888665722697638
102,0.8378210871053691,0.9819100025207057
103,0.8693627697081222,0.9476476621368943
104,0.8431397421292355,0.9295173690184406
105,0.8290813754255801,0.8420978643563994
106,0.8357268925410647,0.9272489550660439
107,0.8252183942138812,1.1630987905307482
108,0.8248959586130301,1.0032934745166908
109,0.8293760003932391,1.1723892412233594
110,0.8623928715182388,0.9697623540915885
111,0.8202338249541232,1.0608672705361077
112,0.8731194424291991,0.974753442185846
113,0.8299480279980542,0.8091177135103714
114,0.8493655939994446,1.0993202650324196
115,0.8718328468513085,0.8481896465400137
116,0.8512587356000132,0.8290193011565202
117,0.8631046623034685,0.9372971017781573
118,0.8643069832272844,1.1536567921769134
119,0.872322984148921,1.0858422473086242
120,0.8664358917616599,0.9707298061307625
121,0.8506229048172145,1.1780353096517873
122,0.8760408582332011,0.9060632096191135
123,0.8780778349086786,1.0804441339862219
124,0.8344817430400621,0.840883474060328
125,0.8562348460189533,0.9978227907285947
126,0.8418367514585009,1.126133603073542
127,0.8718740028600264,0.9793328903073063
128,0.8314713228447411,1.0056782457746845
129,0.8722570925818317,1.091436639219249
130,0.8470374673037098,1.1763726025091823
131,0.8676158305328265,0.9763232776464934
132,0.8574915319947206,1.0478941933360197
133,0.869280750660432,1.0303678837980708
134,0.8516179088161422,0.8666289474167981
135,0.8516484245843305,0.8680711273184626
136,0.853251052685811,1.1341342531839496
137,0.8425082280967326,0.9626652966955473
138,0.8494130821917831,1.0676964505782283
139,0.8284526550132543,0.8066742096935868
140,0.8592872972344135,0.8628776988056094
141,0.8573348748974088,1.1245972790186451
142,0.8554435809968555,0.8338035219144072
143,0.8782332447503063,0.8404078355441761
144,0.8401883881540052,1.1055780621184907
145,0.8337752877509041,0.935842626066423
146,0.8300230954185185,1.1708387339374329
147,0.8243042843978585,0.9268390749140305
148,0.8533756680378057,1.021224624168668
149,0.8363104606488906,0.9024963257500432
150,0.8292570347144613,0.9204470472787775
151,0.8447604513139529,1.1687331570221688
152,0.8585212519583516,0.8993015288433436
153,0.8382421224449973,0.828457476265388
154,0.8697079797274713,1.0919468997939648
155,0.865557344316268,1.0882705623038569
156,0.8498011584026157,1.1563375005345913
157,0.8350878577634947,0.9037686711781671
158,0.8685960421076907,1.010691039142269
159,0.8690041384326423,1.1933115292469112
160,0.8623236007564138,1.0097418835982959
161,0.8556168855643024,1.1268056635895847
162,0.8765091281245495,1.0625052877901804
163,0.8264548002389116,0.9334327740311564
164,0.8293630649673444,1.1756929175073427
165,0.8556513375946425,1.028819713208686
166,0.8542595106719638,1.0198908565731233
167,0.8481953574512218,1.086152887252405
168,0.8757237713486425,1.0731845182796342
169,0.8627215879389168,0.9514794511610555
170,0.8228010682868048,1.193111750951084
171,0.8217017155944,0.8961710368732135
172,0.8650976789054918,0.9344890056879983
173,0.8466720954834348,1.0414234389231736
174,0.8719601186633817,1.093100509670339
175,0.8299206620927186,0.9767316654975293
176,0.8568519762958587,0.9191526458937859
177,0.87816473514596,1.0965558688106531
178,0.875134671368674,0.8805890619445231
179,0.8515890380032799,0.817244002510977
180,0.8268576786003085,1.1912283897795992
181,0.8412010354970472,1.0040615935982948
182,0.8289440036913877,0.9227549903354506
183,0.8259129033455493,1.1983214939255793
184,0.826084947495202,0.9158401259916696
185,0.841892569997361,0.845917723196383
186,0.8560514709338499,1.091229937695625
187,0.8284870354553027,0.929061514767267
188,0.8445195432767079,1.0291733458862877
189,0.8260004832895451,0.9922146843630377
190,0.8677841542207985,0.9155307609091371
191,0.8328312613397828,0.902110536664517
192,0.8457337225404247,1.0766868074156402
193,0.8734474081421761,0.9727727321834689
194,0.8595075841475023,0.9115603675253179
195,0.8722321320634335,0.8477991337650956
196,0.8644921352324193,1.1953308900067439
197,0.8204750493150889,1.1465610657851435
198,0.8240686735605397,0.9579610271414966
199,0.867424818281747,1.0165630430234973
200,0.8564650881317362,1.1176417502658478
201,0.8798869868828554,0.8269160571478417
202,0.8216140128555399,0.8469314990834728
203,0.8452421851338712,1.0081827407845625
204,0.8271397222644268,1.1675102652208071
205,0.8543294977062426,1.1828104517855538
206,0.8551785572658702,0.9040991856180102
207,0.849981908712098,0.9807474934691208
208,0.8633900010061227,1.0877216595077148
209,0.8255070540508007,1.0431968921160952
210,0.8694870328171511,0.820712405161065
211,0.834249132581219,1.0929358328607839
212,0.8734268459815834,0.838682678279845
213,0.8444981678292016,1.1114575745835016
214,0.822461199748348,0.9091704211781931
215,0.8218509434173963,1.1034418459752022
216,0.8321119851973988,1.1222850930572574
217,0.841565493614766,1.0671720500453792
218,0.8704820114926918,0.9797871931999791
219,0.8431020847065784,1.0817974588093393
220,0.8399059917710936,1.107325636307275
221,0.8477205178795374,0.8995179659677949
222,0.8520390163913913,0.8759667357639036
223,0.8416374650995391,0.927376350329093
224,0.8297240556594669,0.931169145810511
225,0.8780203018521806,0.8273021660385472
226,0.8728330608389253,0.8555704157854103
227,0.8783944855178724,0.9161837552224835
228,0.8230633670716374,0.8071110039111284
229,0.8672671908684955,1.1893350091742958
230,0.8480110126716026,0.839360249844572
231,0.8335913047032757,0.9306436898058567
