t,reliability,latency
0,0.9043121182849905,1.6204286677322817
1,0.8848350915081389,1.7242715949341674
2,0.8980374564414375,1.7435220836774148
3,0.8978973843257381,1.6253387112926354
4,0.9293758586892508,1.8728635846966117
5,0.9096563598906258,1.9488248185056585
6,0.8931448059098375,1.8139387725687905
7,0.8787562062307839,1.909059674915107
8,0.923798227534119,1.9915831052228412
9,0.8941452298250485,1.74423177201302
10,0.9162834758175118,1.9924379054380326
11,0.8986392658074801,1.7993251075038375
12,0.9299636811410206,1.999566576101304
13,0.9148770332327568,1.7176055234519516
14,0.9270489751410773,1.7232476566087926
15,0.90552753734021,1.6907194168368935
16,0.8799283424667597,1.9915121723316815
17,0.9116990858929921,1.9836210475572553
18,0.9078450118289272,1.8452539079699533
19,0.9209415127134716,1.6738583815882768
20,0.9082858114569836,1.6677185527131715
21,0.9083292531892645,1.9484598713578862
22,0.9023534837057083,1.9978349686811157
23,0.8753575510153577,1.9880397818927473
24,0.8904542290859644,1.7154123791466755
25,0.8803017999942543,1.629737689092177
26,0.9169797847208188,1.9288399234961757
27,0.8702283403455139,1.6855528834157165
28,0.9026211041095483,1.8427169633739418
29,0.9010804701896984,1.6774569919628017
30,0.8754309672178073,1.8330242340985035
31,0.9216431240505484,1.8140264803575652
32,0.9101797199083395,1.632217597538532
33,0.9189368413149033,1.8878292367027663
34,0.917202328875374,1.6308929223314608
35,0.9029015851214679,1.6146463287015584
36,0.8947799473799631,1.8981343195017395
37,0.9170214222009588,1.7630185374373768
38,0.8941255376464898,1.7569588491171335
39,0.9048245226152724,1.7615594788733104
40,0.9149352234788958,1.6018259324970083
41,0.8850860597616493,1.6700363470361914
42,0.8883443746198513,1.845750456916878
43,0.905722222625503,1.9523191608267985
44,0.9106609752513795,1.6983227286547657
45,0.8854562587562049,1.8106221246211298
46,0.8819857272361792,1.6679127927139552
47,0.8769107690384458,1.9259229589901337
48,0.8841377673349554,1.9094968420304137
49,0.9266357561961232,1.9854218126882999
50,0.9269848925489865,1.6538675831996235
51,0.8989168972172377,1.7255739439130153
52,0.8742821834480938,1.835952438897773
53,0.915192361669238,1.7391922426693949
54,0.9071175942929,1.9495351434656147
55,0.8890015846061543,1.9819317894792838
56,0.9032508866622088,1.8233916929326917
57,0.915697269293109,1.7827704367882384
58,0.9108056754895272,1.873285906500429
59,0.909864023960829,1.772854947643741
60,0.8861650415115252,1.9808563197216447
61,0.8974689013543763,1.8276728649359535
62,0.9170655118269703,1.8743151302436505
63,0.9041657407311883,1.7988521306074847
64,0.8712737483145154,1.7604581603903071
65,0.8919101072534732,1.6466472094063234
66,0.8912928212443101,1.7056498794466013
67,0.8887194054179376,1.796320875886826
68,0.9156648987630387,1.9707867009485218
69,0.8830360473499176,1.9516267930606963
70,0.9138530023576336,1.7486403090210945
71,0.8894826314506471,1.6691039681765443
72,0.8743181347758819,1.6249658405978973
